,Date,Low,Open,Volume,High,Close,Adjusted Close
7937,02-01-2018,186.7400054931641,187.22999572753903,2509300,190.67999267578125,188.32000732421875,176.1174774169922
7938,03-01-2018,188.3800048828125,188.82000732421875,3364400,192.1000061035156,190.5800018310547,178.2310333251953
7939,04-01-2018,187.55999755859372,192.0,3525800,192.3000030517578,189.1000061035156,176.84690856933594
7940,05-01-2018,186.72000122070312,189.42999267578125,2819000,189.67999267578125,187.75,175.58441162109375
7941,08-01-2018,187.25,187.32000732421875,1961800,188.97999572753903,188.47999572753903,176.2671356201172
7942,09-01-2018,186.1499938964844,189.00999450683597,2241900,189.3000030517578,186.2899932861328,174.21902465820312
7943,10-01-2018,183.8800048828125,185.75,2609500,186.2400054931641,185.4199981689453,173.40538024902344
7944,11-01-2018,185.02999877929688,185.42999267578125,4678600,190.6699981689453,189.3800048828125,177.10879516601562
7945,12-01-2018,190.0,190.1000061035156,3499500,192.17999267578125,191.83999633789065,179.4093780517578
7946,16-01-2018,190.88999938964844,192.3500061035156,2006600,192.83999633789065,191.52999877929688,179.11947631835938
7947,17-01-2018,191.33999633789065,192.52999877929688,2585200,192.55999755859372,192.2899932861328,179.83021545410156
7948,18-01-2018,191.22000122070312,192.22999572753903,1908000,193.02999877929688,191.50999450683597,179.10073852539062
7949,19-01-2018,191.16000366210935,191.7100067138672,2353800,192.63999938964844,192.2899932861328,179.83021545410156
7950,22-01-2018,192.05999755859372,192.5,3009100,194.75999450683597,194.3800048828125,181.7847900390625
7951,23-01-2018,192.07000732421875,193.6100006103516,2316400,194.1000061035156,193.4199981689453,180.88702392578125
7952,24-01-2018,191.92999267578125,194.42999267578125,2799200,194.75,194.2400054931641,181.6539001464844
7953,25-01-2018,194.7400054931641,195.0,3558700,198.4499969482422,197.9499969482422,185.12347412109372
7954,26-01-2018,195.69000244140625,197.75,2756200,199.22999572753903,198.91000366210935,186.02127075195312
7955,29-01-2018,197.55999755859372,198.3699951171875,2031100,199.8800048828125,198.32000732421875,185.46954345703125
7956,30-01-2018,196.0800018310547,197.58999633789065,2285000,198.7899932861328,197.91000366210935,185.0860595703125
7957,31-01-2018,194.1000061035156,197.44000244140625,2682300,198.47000122070312,194.8699951171875,182.24302673339844
7958,01-02-2018,192.44000244140625,193.41000366210935,2096600,195.3999938964844,193.47000122070312,180.9337921142578
7959,02-02-2018,190.8000030517578,191.25,2386600,193.6000061035156,190.9900054931641,178.61444091796875
7960,05-02-2018,182.52999877929688,190.66000366210935,3407200,192.1000061035156,182.7700042724609,170.92710876464844
