,Date,Low,Open,Volume,High,Close,Adjusted Close
8018,02-01-2018,85.5,86.12999725341797,22483800,86.30999755859375,85.94999694824219,82.00497436523438
8019,03-01-2018,85.97000122070312,86.05999755859375,26061400,86.51000213623047,86.3499984741211,82.3866195678711
8020,04-01-2018,86.56999969482422,86.58999633789062,21912000,87.66000366210938,87.11000061035156,83.11174011230469
8021,05-01-2018,87.43000030517578,87.66000366210938,23407100,88.41000366210938,88.19000244140625,84.14217376708984
8022,08-01-2018,87.5999984741211,88.19999694824219,22113000,88.58000183105469,88.27999877929688,84.22802734375
8023,09-01-2018,87.86000061035156,88.6500015258789,19484300,88.7300033569336,88.22000122070312,84.1707992553711
8024,10-01-2018,87.41000366210938,87.86000061035156,18652200,88.19000244140625,87.81999969482422,83.78914642333984
8025,11-01-2018,87.23999786376953,88.12999725341797,17808900,88.12999725341797,88.08000183105469,84.03722381591797
8026,12-01-2018,88.44999694824219,88.66999816894531,24271500,89.77999877929688,89.5999984741211,85.48744201660156
8027,16-01-2018,88.01000213623047,90.0999984741211,36599700,90.79000091552734,88.3499984741211,84.29481506347656
8028,17-01-2018,88.75,89.08000183105469,25621200,90.27999877929688,90.13999938964844,86.00264739990234
8029,18-01-2018,89.66000366210938,89.80000305175781,24159700,90.66999816894533,90.0999984741211,85.96450805664062
8030,19-01-2018,89.66000366210938,90.13999938964844,36875000,90.61000061035156,90.0,85.86908721923828
8031,22-01-2018,89.73999786376953,90.0,23601600,91.62000274658205,91.61000061035156,87.40518188476562
8032,23-01-2018,91.54000091552734,91.9000015258789,23412800,92.3000030517578,91.9000015258789,87.68189239501953
8033,24-01-2018,91.58000183105467,92.5500030517578,33277500,93.43000030517578,91.81999969482422,87.60554504394531
8034,25-01-2018,91.93000030517578,92.47000122070312,26383200,93.23999786376952,92.33000183105467,88.09213256835938
8035,26-01-2018,92.58000183105467,93.12000274658205,29172200,94.05999755859376,94.05999755859376,89.74272918701172
8036,29-01-2018,93.72000122070312,95.13999938964844,31569900,95.4499969482422,93.91999816894533,89.6091537475586
8037,30-01-2018,92.0999984741211,93.3000030517578,38635100,93.66000366210938,92.73999786376952,88.48332214355469
8038,31-01-2018,93.51000213623048,93.75,48756300,95.4000015258789,95.01000213623048,90.64913177490234
8039,01-02-2018,93.58000183105467,94.79000091552734,47227900,96.06999969482422,94.26000213623048,89.93355560302734
8040,02-02-2018,91.5,93.63999938964844,47867800,93.97000122070312,91.77999877929688,87.56737518310547
8041,05-02-2018,88.0,90.55999755859376,51031500,93.23999786376952,88.0,83.96089172363281
8042,06-02-2018,85.25,86.88999938964844,67998600,91.4800033569336,91.33000183105467,87.1380386352539
8043,07-02-2018,89.19999694824219,90.48999786376952,41107600,91.7699966430664,89.61000061035156,85.49697875976562
8044,08-02-2018,84.76000213623047,89.70999908447266,55628700,89.87999725341797,85.01000213623047,81.10812377929688
8045,09-02-2018,83.83000183105469,86.30000305175781,63499100,88.93000030517578,88.18000030517578,84.13262176513672
8046,12-02-2018,87.93000030517578,88.73999786376953,35720300,89.77999877929688,89.12999725341797,85.03901672363281
8047,13-02-2018,87.80000305175781,88.93000030517578,26407700,90.0,89.83000183105469,85.70689392089844
8048,14-02-2018,88.41000366210938,88.51000213623047,34960900,90.98999786376952,90.80999755859376,87.04890441894531
8049,15-02-2018,90.62000274658205,91.20999908447266,27823900,92.72000122070312,92.66000366210938,88.82228088378906
8050,16-02-2018,91.8000030517578,92.4499969482422,30596900,93.5,92.0,88.18961334228516
8051,20-02-2018,91.01000213623048,91.4800033569336,30911700,93.05999755859376,92.72000122070312,88.87979125976562
8052,21-02-2018,91.48999786376952,92.9800033569336,26922500,93.36000061035156,91.48999786376952,87.70072937011719
8053,22-02-2018,91.36000061035156,92.0500030517578,24392800,92.7300033569336,91.7300033569336,87.93081665039062
8054,23-02-2018,92.36000061035156,93.5999984741211,26329200,94.06999969482422,94.05999755859376,90.16429138183594
8055,26-02-2018,94.25,94.4000015258789,30199800,95.4499969482422,95.41999816894533,91.46796417236328
8056,27-02-2018,94.1999969482422,95.73999786376952,25869100,95.83999633789062,94.1999969482422,90.29850006103516
8057,28-02-2018,93.62999725341795,94.83999633789062,31167300,95.70999908447266,93.7699966430664,89.88631439208984
8058,01-03-2018,91.83999633789062,93.98999786376952,37135600,94.56999969482422,92.8499984741211,89.00440979003906
8059,02-03-2018,90.86000061035156,91.58000183105467,32830400,93.1500015258789,93.0500030517578,89.19613647460938
8060,05-03-2018,92.26000213623048,92.33999633789062,23901600,94.2699966430664,93.63999938964844,89.76168823242188
8061,06-03-2018,92.94000244140624,94.33999633789062,22175800,94.48999786376952,93.31999969482422,89.45494842529297
8062,07-03-2018,92.43000030517578,93.16000366210938,26716100,93.94000244140624,93.86000061035156,89.97257995605469
8063,08-03-2018,93.7699966430664,94.2699966430664,25887800,95.0999984741211,94.43000030517578,90.51898193359376
8064,09-03-2018,95.0,95.29000091552734,36937300,96.54000091552734,96.54000091552734,92.54156494140624
8065,12-03-2018,96.04000091552734,96.5,26073700,97.20999908447266,96.7699966430664,92.76205444335938
8066,13-03-2018,93.97000122070312,97.0,35387800,97.23999786376952,94.41000366210938,90.49981689453124
8067,14-03-2018,93.5,95.12000274658205,32132000,95.41000366210938,93.8499984741211,89.9629898071289
8068,15-03-2018,92.83000183105467,93.52999877929688,27611000,94.58000183105467,94.18000030517578,90.27932739257812
8069,16-03-2018,93.91999816894533,94.68000030517578,49081300,95.37999725341795,94.5999984741211,90.68194580078124
