Date,Close-Last,Volume,Open,High,Low,,,
05-31-2022,155.26 ,1636256,154.29 ,156.37 ,153.98 ,,,
05-27-2022,155.64 ,930050,152.52 ,155.69 ,151.18 ,,,
05-26-2022,150.93 ,790243,148.21 ,151.55 ,147.51 ,,,
05-25-2022,147.50 ,879871,146.22 ,148.39 ,145.70 ,,,
05-24-2022,146.63 ,779609,146.43 ,147.27 ,144.10 ,,,
05-23-2022,147.71 ,828208,147.45 ,148.44 ,145.72 ,,,
05-20-2022,146.13 ,1985594,144.26 ,146.34 ,143.54 ,,,
05-19-2022,143.08 ,1105108,140.90 ,143.77 ,140.31 ,,,
05-18-2022,142.09 ,722190,147.86 ,147.86 ,141.63 ,,,
05-17-2022,148.79 ,967512,148.64 ,149.26 ,147.33 ,,,
05-16-2022,146.13 ,651595,147.30 ,147.68 ,145.51 ,,,
05-13-2022,147.49 ,855264,145.27 ,148.52 ,145.27 ,,,
05-12-2022,144.33 ,788146,142.60 ,145.27 ,141.22 ,,,
05-11-2022,143.23 ,999396,145.04 ,147.34 ,143.13 ,,,
05-10-2022,145.78 ,1121841,148.58 ,149.87 ,144.21 ,,,
05-09-2022,146.18 ,736437,150.59 ,150.65 ,145.70 ,,,
05-06-2022,152.29 ,675122,153.92 ,154.22 ,150.57 ,,,
05-05-2022,154.90 ,851539,158.84 ,159.78 ,153.54 ,,,
05-04-2022,160.10 ,1454291,157.80 ,160.40 ,156.35 ,,,
05-03-2022,157.84 ,772902,156.16 ,158.83 ,156.10 ,,,
05-02-2022,156.69 ,921605,157.25 ,158.78 ,153.34 ,,,
04-29-2022,157.37 ,926035,161.73 ,162.08 ,157.06 ,,,
04-28-2022,162.55 ,1340544,160.61 ,163.24 ,159.43 ,,,
04-27-2022,160.05 ,2080497,161.33 ,163.44 ,159.85 ,,,
04-26-2022,161.67 ,899987,166.60 ,167.08 ,161.60 ,,,
04-25-2022,166.64 ,1177848,166.01 ,167.39 ,164.70 ,,,
04-22-2022,166.85 ,830410,169.19 ,170.18 ,166.76 ,,,
04-21-2022,169.44 ,1041312,173.11 ,173.62 ,168.70 ,,,
04-20-2022,172.81 ,1261281,179.50 ,179.50 ,171.73 ,,,
04-19-2022,181.04 ,630569,177.79 ,181.20 ,177.79 ,,,
04-18-2022,178.34 ,453449,177.53 ,178.84 ,176.65 ,,,
04-14-2022,178.55 ,426551,181.71 ,182.37 ,178.43 ,,,
04-13-2022,181.39 ,396769,180.48 ,181.80 ,179.00 ,,,
04-12-2022,180.06 ,668253,183.10 ,184.29 ,179.20 ,,,
04-11-2022,182.33 ,818394,182.38 ,183.23 ,179.19 ,,,
04-08-2022,183.42 ,576615,183.94 ,184.47 ,182.31 ,,,
04-07-2022,183.00 ,659214,182.85 ,183.86 ,181.63 ,,,
04-06-2022,183.58 ,883512,180.40 ,184.17 ,179.57 ,,,
04-05-2022,182.04 ,842706,181.92 ,184.69 ,181.72 ,,,
04-04-2022,182.36 ,874136,182.23 ,183.35 ,181.00 ,,,
04-01-2022,181.92 ,636814,179.82 ,182.08 ,178.16 ,,,
03-31-2022,178.20 ,1079161,182.60 ,183.88 ,177.88 ,,,
03-30-2022,181.88 ,826064,180.96 ,182.80 ,180.20 ,,,
03-29-2022,181.32 ,770717,178.74 ,182.10 ,178.72 ,,,
03-28-2022,177.54 ,440872,175.03 ,177.64 ,175.02 ,,,
03-25-2022,175.28 ,463664,175.31 ,176.02 ,174.20 ,,,
03-24-2022,174.63 ,335892,174.67 ,175.29 ,173.35 ,,,
03-23-2022,174.14 ,496134,177.15 ,177.15 ,174.03 ,,,
03-22-2022,177.51 ,687978,178.00 ,178.43 ,175.94 ,,,
03-21-2022,177.64 ,523891,179.23 ,179.46 ,176.65 ,,,
03-18-2022,179.23 ,949600,176.64 ,179.92 ,176.19 ,,,
03-17-2022,176.10 ,512882,173.30 ,176.15 ,172.90 ,,,
03-16-2022,173.32 ,585845,170.78 ,174.10 ,169.42 ,,,
03-15-2022,169.58 ,706802,167.88 ,170.04 ,166.97 ,,,
03-14-2022,166.58 ,1062952,166.09 ,167.77 ,165.22 ,,,
03-11-2022,164.87 ,706201,168.06 ,168.46 ,164.82 ,,,
03-10-2022,166.48 ,879178,166.36 ,167.30 ,162.58 ,,,
03-09-2022,168.67 ,891504,168.41 ,169.71 ,166.55 ,,,
03-08-2022,165.00 ,1582205,167.26 ,168.93 ,162.44 ,,,
03-07-2022,168.37 ,1221038,171.32 ,172.00 ,168.07 ,,,
03-04-2022,171.53 ,1139326,171.48 ,171.68 ,169.12 ,,,
03-03-2022,172.48 ,577781,173.29 ,173.71 ,171.09 ,,,
03-02-2022,172.07 ,774032,171.37 ,173.73 ,170.48 ,,,
03-01-2022,169.99 ,773602,170.99 ,172.13 ,168.96 ,,,
02-28-2022,171.15 ,1089100,170.62 ,172.76 ,169.59 ,,,
02-25-2022,172.72 ,954572,170.86 ,173.21 ,170.45 ,,,
02-24-2022,170.19 ,1201805,161.31 ,170.96 ,161.00 ,,,
02-23-2022,168.19 ,875474,170.17 ,171.61 ,167.62 ,,,
02-22-2022,168.97 ,1060734,168.52 ,171.76 ,168.33 ,,,
02-18-2022,171.54 ,1563820,171.82 ,173.22 ,170.18 ,,,
02-17-2022,171.88 ,722234,173.87 ,174.13 ,171.62 ,,,
02-16-2022,174.66 ,678104,174.47 ,175.53 ,173.23 ,,,
02-15-2022,175.04 ,785786,174.98 ,176.34 ,174.25 ,,,
02-14-2022,171.93 ,952741,172.64 ,173.59 ,170.75 ,,,
02-11-2022,172.37 ,1101578,177.19 ,177.59 ,171.88 ,,,
02-10-2022,177.18 ,858046,176.49 ,180.61 ,175.68 ,,,
02-09-2022,179.65 ,989084,180.09 ,182.71 ,178.20 ,,,
02-08-2022,177.86 ,727363,177.77 ,178.52 ,174.68 ,,,
02-07-2022,178.59 ,891562,180.66 ,181.00 ,178.00 ,,,
02-04-2022,178.62 ,820031,177.74 ,180.86 ,177.26 ,,,
02-03-2022,178.03 ,641566,180.22 ,181.00 ,177.86 ,,,
02-02-2022,182.38 ,822007,180.78 ,182.76 ,180.57 ,,,
02-01-2022,180.13 ,898654,179.77 ,180.75 ,177.94 ,,,
01-31-2022,179.21 ,1006646,175.34 ,179.68 ,175.00 ,,,
01-28-2022,174.66 ,1021862,172.31 ,174.78 ,169.73 ,,,
01-27-2022,172.31 ,1650567,174.78 ,176.23 ,170.56 ,,,
01-26-2022,169.50 ,1683341,176.54 ,177.18 ,166.81 ,,,
01-25-2022,174.98 ,1401386,173.22 ,176.57 ,171.65 ,,,
01-24-2022,176.33 ,1720152,174.38 ,176.59 ,167.50 ,,,
01-21-2022,176.92 ,1407436,179.03 ,180.65 ,176.35 ,,,
01-20-2022,179.97 ,1021193,181.58 ,185.00 ,179.64 ,,,
01-19-2022,181.11 ,1540632,184.21 ,185.00 ,180.89 ,,,
01-18-2022,183.78 ,1418921,183.47 ,185.08 ,182.21 ,,,
01-14-2022,186.14 ,1648943,185.67 ,186.69 ,183.33 ,,,
01-13-2022,187.22 ,1368742,193.35 ,194.17 ,186.75 ,,,
01-12-2022,193.24 ,549591,193.44 ,194.79 ,192.62 ,,,
01-11-2022,192.56 ,768368,189.46 ,192.73 ,186.85 ,,,
01-10-2022,189.12 ,1776849,191.84 ,192.95 ,185.86 ,,,
01-07-2022,193.51 ,763513,194.31 ,195.00 ,191.04 ,,,
01-06-2022,195.46 ,1048648,194.57 ,195.80 ,191.23 ,,,
01-05-2022,195.02 ,1187707,198.01 ,198.63 ,194.91 ,,,
01-04-2022,197.39 ,1342234,200.11 ,201.84 ,195.51 ,,,
01-03-2022,202.46 ,1063798,210.87 ,210.87 ,200.72 ,,,
12-31-2021,210.01 ,389606,209.00 ,211.34 ,208.60 ,,,
12-30-2021,209.11 ,332926,210.04 ,211.41 ,208.81 ,,,
12-29-2021,209.97 ,270672,210.27 ,211.66 ,209.66 ,,,
12-28-2021,209.73 ,389466,209.71 ,210.69 ,208.99 ,,,
12-27-2021,208.98 ,659609,206.30 ,209.00 ,205.84 ,,,
12-23-2021,205.42 ,593604,205.00 ,206.73 ,204.50 ,,,
12-22-2021,204.20 ,597364,202.26 ,204.35 ,201.46 ,,,
12-21-2021,202.24 ,426928,200.08 ,202.42 ,199.60 ,,,
12-20-2021,198.50 ,506658,198.41 ,199.63 ,195.76 ,,,
12-17-2021,201.07 ,906451,202.70 ,203.42 ,199.75 ,,,
12-16-2021,203.65 ,1013481,203.93 ,206.65 ,202.80 ,,,
12-15-2021,202.03 ,839803,200.44 ,202.09 ,198.70 ,,,
12-14-2021,199.73 ,1056559,203.44 ,204.35 ,197.62 ,,,
12-13-2021,205.48 ,620068,206.18 ,207.30 ,204.21 ,,,
12-10-2021,205.78 ,380523,206.21 ,206.21 ,203.02 ,,,
12-09-2021,204.14 ,384738,207.29 ,207.65 ,204.06 ,,,
12-08-2021,207.39 ,515415,206.00 ,207.69 ,204.46 ,,,
12-07-2021,205.55 ,834414,201.33 ,205.85 ,200.10 ,,,
12-06-2021,197.98 ,1025438,200.70 ,200.97 ,196.04 ,,,
12-03-2021,200.12 ,882785,203.08 ,203.91 ,196.15 ,,,
12-02-2021,201.23 ,940800,200.02 ,203.08 ,198.10 ,,,
12-01-2021,199.03 ,871594,205.78 ,205.81 ,198.89 ,,,
11-30-2021,203.23 ,1157526,207.73 ,208.98 ,202.70 ,,,
11-29-2021,209.08 ,899684,206.67 ,210.35 ,205.81 ,,,
11-26-2021,203.68 ,565579,205.83 ,207.78 ,203.04 ,,,
11-24-2021,208.60 ,600025,206.26 ,208.79 ,205.73 ,,,
11-23-2021,207.91 ,500644,207.61 ,208.34 ,204.03 ,,,
11-22-2021,207.69 ,556267,208.48 ,210.46 ,207.49 ,,,
11-19-2021,207.77 ,577251,209.01 ,209.41 ,207.34 ,,,
11-18-2021,208.70 ,544613,211.14 ,211.40 ,208.02 ,,,
11-17-2021,209.94 ,708975,212.75 ,213.27 ,208.62 ,,,
11-16-2021,211.97 ,484893,209.56 ,213.65 ,209.00 ,,,
11-15-2021,209.73 ,518456,209.10 ,211.34 ,208.81 ,,,
11-12-2021,208.42 ,1287317,207.61 ,209.27 ,204.48 ,,,
11-11-2021,206.20 ,972114,208.15 ,208.79 ,205.63 ,,,
11-10-2021,207.38 ,646917,210.15 ,210.81 ,206.46 ,,,
11-09-2021,210.81 ,643445,212.15 ,212.62 ,210.10 ,,,
11-08-2021,211.69 ,566063,214.10 ,214.22 ,209.54 ,,,
11-05-2021,212.83 ,575183,213.42 ,214.96 ,211.89 ,,,
11-04-2021,212.27 ,505057,211.35 ,212.80 ,209.78 ,,,
11-03-2021,209.48 ,714390,210.59 ,211.83 ,206.82 ,,,
11-02-2021,211.22 ,773773,210.27 ,213.47 ,209.28 ,,,
11-01-2021,209.90 ,724470,211.03 ,211.66 ,206.64 ,,,
10-29-2021,209.87 ,675951,206.64 ,210.66 ,206.14 ,,,
10-28-2021,207.01 ,653284,202.20 ,207.02 ,202.13 ,,,
10-27-2021,202.39 ,671953,201.05 ,203.83 ,200.00 ,,,
10-26-2021,201.48 ,835660,202.31 ,204.31 ,200.04 ,,,
10-25-2021,201.50 ,640418,201.44 ,201.77 ,197.89 ,,,
10-22-2021,201.72 ,622693,199.34 ,201.94 ,199.33 ,,,
10-21-2021,198.86 ,1284541,198.93 ,201.95 ,196.66 ,,,
10-20-2021,199.16 ,2420287,208.68 ,209.80 ,196.75 ,,,
10-19-2021,208.86 ,938368,204.01 ,208.86 ,204.00 ,,,
10-18-2021,203.49 ,699506,202.82 ,204.52 ,201.83 ,,,
10-15-2021,203.02 ,761757,201.42 ,203.42 ,200.33 ,,,
10-14-2021,200.64 ,700805,199.11 ,201.22 ,198.89 ,,,
10-13-2021,197.42 ,788344,197.68 ,198.84 ,195.15 ,,,
10-12-2021,197.48 ,748766,198.42 ,198.90 ,196.19 ,,,
10-11-2021,197.68 ,869271,196.59 ,202.50 ,196.26 ,,,
10-08-2021,197.40 ,535754,198.00 ,199.15 ,196.53 ,,,
10-07-2021,197.91 ,625168,196.00 ,199.09 ,196.00 ,,,
10-06-2021,194.64 ,949082,193.99 ,195.90 ,192.30 ,,,
10-05-2021,195.26 ,1054187,189.57 ,195.58 ,189.26 ,,,
10-04-2021,188.97 ,1067424,193.48 ,195.33 ,188.74 ,,,
10-01-2021,193.73 ,797960,194.12 ,194.75 ,190.66 ,,,
09-30-2021,193.02 ,1062734,195.10 ,197.33 ,192.92 ,,,
09-29-2021,193.99 ,873981,191.93 ,194.41 ,190.92 ,,,
09-28-2021,190.96 ,1309962,193.83 ,194.33 ,189.38 ,,,
09-27-2021,195.78 ,896540,196.64 ,196.64 ,194.52 ,,,
09-24-2021,196.78 ,662580,194.91 ,197.13 ,194.39 ,,,
09-23-2021,195.58 ,745819,195.42 ,196.73 ,195.26 ,,,
09-22-2021,194.50 ,661279,193.73 ,194.70 ,192.05 ,,,
09-21-2021,191.90 ,491598,192.46 ,192.72 ,191.22 ,,,
09-20-2021,190.98 ,769160,189.67 ,192.11 ,188.51 ,,,
09-17-2021,192.90 ,1263426,194.86 ,194.91 ,191.00 ,,,
09-16-2021,195.43 ,409867,196.00 ,196.46 ,194.56 ,,,
09-15-2021,195.84 ,468199,195.59 ,197.14 ,194.50 ,,,
09-14-2021,195.55 ,464679,194.58 ,196.57 ,194.58 ,,,
09-13-2021,194.32 ,547525,196.65 ,198.00 ,192.97 ,,,
09-10-2021,196.04 ,567424,198.64 ,198.79 ,195.96 ,,,
09-09-2021,197.94 ,520636,197.86 ,199.88 ,197.52 ,,,
09-08-2021,198.43 ,411612,196.30 ,198.62 ,196.30 ,,,
09-07-2021,196.47 ,568233,199.69 ,199.69 ,195.06 ,,,
09-03-2021,198.53 ,490843,198.05 ,199.67 ,197.82 ,,,
09-02-2021,197.91 ,599402,198.51 ,198.93 ,196.04 ,,,
09-01-2021,197.96 ,575328,196.58 ,198.39 ,194.57 ,,,
08-31-2021,195.78 ,795216,194.65 ,196.19 ,193.97 ,,,
08-30-2021,194.10 ,395468,194.36 ,195.68 ,193.59 ,,,
08-27-2021,193.48 ,359589,191.21 ,193.51 ,191.21 ,,,
08-26-2021,191.17 ,425344,191.30 ,191.81 ,189.97 ,,,
08-25-2021,191.63 ,370528,190.91 ,192.09 ,190.04 ,,,
08-24-2021,190.86 ,367667,191.36 ,192.00 ,190.74 ,,,
08-23-2021,190.54 ,511465,189.29 ,191.61 ,189.29 ,,,
08-20-2021,188.67 ,533121,188.54 ,189.77 ,187.30 ,,,
08-19-2021,188.02 ,725432,184.51 ,189.47 ,183.41 ,,,
08-18-2021,186.89 ,807296,190.19 ,190.19 ,186.75 ,,,
08-17-2021,189.99 ,747089,191.73 ,191.84 ,189.49 ,,,
08-16-2021,192.17 ,392591,191.30 ,192.28 ,190.01 ,,,
08-13-2021,190.99 ,310941,190.20 ,191.47 ,190.00 ,,,
08-12-2021,190.09 ,455385,189.92 ,190.87 ,187.81 ,,,
08-11-2021,189.32 ,414158,189.33 ,190.39 ,188.69 ,,,
08-10-2021,188.86 ,583851,188.78 ,190.05 ,187.68 ,,,
08-09-2021,188.68 ,550341,188.82 ,189.03 ,187.86 ,,,
08-06-2021,188.72 ,526188,189.34 ,190.31 ,187.56 ,,,
08-05-2021,188.68 ,675065,190.00 ,190.69 ,187.51 ,,,
08-04-2021,189.36 ,728899,188.13 ,190.45 ,187.66 ,,,
08-03-2021,188.67 ,607076,189.19 ,189.54 ,187.72 ,,,
08-02-2021,188.43 ,553902,188.30 ,188.94 ,187.03 ,,,
07-30-2021,186.73 ,616465,186.55 ,188.15 ,185.79 ,,,
07-29-2021,186.68 ,564935,185.89 ,187.53 ,184.55 ,,,
07-28-2021,185.53 ,594985,185.77 ,186.06 ,184.15 ,,,
07-27-2021,185.69 ,663120,185.93 ,188.08 ,185.24 ,,,
07-26-2021,186.58 ,681894,187.11 ,187.55 ,184.45 ,,,
07-23-2021,187.76 ,735420,186.09 ,188.48 ,185.67 ,,,
07-22-2021,185.34 ,1027537,187.56 ,188.21 ,185.13 ,,,
07-21-2021,186.28 ,1295891,181.34 ,187.03 ,181.34 ,,,
07-20-2021,180.90 ,1128001,177.77 ,182.72 ,176.62 ,,,
07-19-2021,177.15 ,926079,177.69 ,178.63 ,175.93 ,,,
07-16-2021,178.55 ,917660,178.49 ,180.23 ,178.08 ,,,
07-15-2021,178.65 ,649752,177.75 ,179.50 ,177.23 ,,,
07-14-2021,178.08 ,710319,179.37 ,179.37 ,176.25 ,,,
07-13-2021,179.09 ,890344,180.11 ,181.00 ,178.37 ,,,
07-12-2021,179.65 ,1147729,175.78 ,180.99 ,175.78 ,,,
07-09-2021,175.77 ,510481,174.41 ,175.91 ,174.24 ,,,
07-08-2021,174.08 ,646764,174.36 ,175.37 ,173.57 ,,,
07-07-2021,176.16 ,714576,177.06 ,177.25 ,175.27 ,,,
07-06-2021,176.36 ,674310,178.28 ,178.41 ,175.69 ,,,
07-02-2021,177.88 ,969003,176.50 ,178.05 ,175.94 ,,,
07-01-2021,176.03 ,1123504,177.89 ,177.89 ,175.80 ,,,
06-30-2021,175.80 ,1164149,176.55 ,176.71 ,175.18 ,,,
06-29-2021,176.85 ,662879,177.68 ,178.30 ,176.65 ,,,
06-28-2021,177.11 ,980804,178.51 ,178.71 ,176.98 ,,,
06-25-2021,178.07 ,789506,178.59 ,178.93 ,177.18 ,,,
06-24-2021,177.80 ,867183,178.90 ,179.30 ,177.35 ,,,
06-23-2021,177.96 ,947836,179.00 ,179.63 ,177.61 ,,,
06-22-2021,178.70 ,666161,178.93 ,179.74 ,178.26 ,,,
06-21-2021,178.78 ,1045310,176.82 ,179.28 ,175.89 ,,,
06-18-2021,175.80 ,1787809,178.25 ,178.80 ,175.26 ,,,
06-17-2021,179.79 ,1147581,178.09 ,180.53 ,176.65 ,,,
06-16-2021,177.35 ,965672,176.24 ,178.38 ,175.72 ,,,
06-15-2021,176.29 ,665820,175.60 ,177.55 ,175.07 ,,,
06-14-2021,175.16 ,684357,172.49 ,175.17 ,171.51 ,,,
06-11-2021,172.95 ,834727,170.26 ,173.03 ,169.94 ,,,
06-10-2021,168.36 ,560326,169.56 ,169.56 ,168.08 ,,,
06-09-2021,169.12 ,557615,169.41 ,169.54 ,168.43 ,,,
06-08-2021,168.96 ,637680,169.45 ,170.35 ,168.79 ,,,
06-07-2021,168.90 ,580932,170.91 ,171.00 ,168.63 ,,,
06-04-2021,170.23 ,565893,168.68 ,170.40 ,167.61 ,,,
06-03-2021,168.06 ,794051,166.89 ,168.75 ,166.24 ,,,
06-02-2021,166.84 ,941172,165.59 ,167.34 ,165.00 ,,,
06-01-2021,164.45 ,646420,168.20 ,168.66 ,164.27 ,,,
05-28-2021,167.46 ,468943,167.15 ,167.85 ,166.11 ,,,
05-27-2021,165.98 ,723462,165.71 ,166.19 ,164.93 ,,,
05-26-2021,165.45 ,454240,164.67 ,166.38 ,164.63 ,,,
05-25-2021,164.31 ,488412,165.61 ,166.16 ,163.81 ,,,
05-24-2021,164.92 ,403389,164.34 ,166.01 ,164.34 ,,,
05-21-2021,163.87 ,1349840,162.90 ,164.84 ,162.88 ,,,
05-20-2021,163.46 ,415667,161.51 ,164.53 ,161.25 ,,,
05-19-2021,160.94 ,648805,160.24 ,161.18 ,159.44 ,,,
05-18-2021,161.94 ,524175,164.11 ,164.53 ,161.87 ,,,
05-17-2021,163.75 ,495506,164.20 ,164.87 ,163.11 ,,,
05-14-2021,164.36 ,698063,161.71 ,164.94 ,161.38 ,,,
05-13-2021,160.90 ,459554,158.76 ,161.82 ,158.76 ,,,
05-12-2021,158.36 ,1119383,158.87 ,160.41 ,156.72 ,,,
05-11-2021,159.73 ,817210,161.31 ,161.86 ,159.12 ,,,
05-10-2021,163.53 ,622605,165.75 ,166.79 ,163.43 ,,,
05-07-2021,164.56 ,492839,163.85 ,164.92 ,163.48 ,,,
05-06-2021,163.58 ,615080,164.03 ,164.03 ,162.13 ,,,
05-05-2021,163.55 ,777933,163.97 ,164.25 ,162.23 ,,,
05-04-2021,163.54 ,987974,162.51 ,163.66 ,159.81 ,,,
05-03-2021,162.49 ,634345,162.08 ,163.62 ,161.02 ,,,
04-30-2021,161.54 ,514321,161.57 ,162.32 ,160.48 ,,,
04-29-2021,161.89 ,575581,160.82 ,161.99 ,159.40 ,,,
04-28-2021,159.65 ,635536,161.17 ,161.47 ,158.71 ,,,
04-27-2021,160.80 ,663285,159.79 ,160.87 ,158.70 ,,,
04-26-2021,160.03 ,553235,162.81 ,162.84 ,159.58 ,,,
04-23-2021,162.47 ,680033,160.21 ,163.27 ,159.56 ,,,
04-22-2021,159.72 ,642512,160.39 ,162.34 ,159.28 ,,,
04-21-2021,159.32 ,1111095,160.43 ,161.99 ,157.09 ,,,
04-20-2021,159.68 ,1011575,158.92 ,161.27 ,158.82 ,,,
04-19-2021,158.63 ,821741,159.87 ,159.90 ,157.46 ,,,
04-16-2021,160.17 ,1012605,160.92 ,161.51 ,159.63 ,,,
04-15-2021,160.05 ,658852,157.73 ,161.13 ,157.73 ,,,
04-14-2021,157.44 ,552395,156.92 ,158.72 ,156.77 ,,,
04-13-2021,157.93 ,530122,156.39 ,158.03 ,155.77 ,,,
04-12-2021,156.09 ,591369,156.38 ,157.24 ,155.69 ,,,
04-09-2021,156.10 ,588579,154.21 ,156.36 ,153.81 ,,,
04-08-2021,153.52 ,737668,151.89 ,153.72 ,151.55 ,,,
04-07-2021,150.78 ,680288,152.62 ,152.69 ,150.06 ,,,
04-06-2021,152.66 ,483018,151.77 ,152.98 ,151.34 ,,,
04-05-2021,152.10 ,732488,151.00 ,152.40 ,150.71 ,,,
04-01-2021,150.85 ,654806,148.17 ,151.52 ,147.69 ,,,
03-31-2021,147.46 ,888585,147.29 ,149.18 ,147.01 ,,,
03-30-2021,147.45 ,706200,150.61 ,150.86 ,147.14 ,,,
03-29-2021,150.84 ,518716,149.83 ,151.46 ,149.15 ,,,
03-26-2021,150.72 ,620425,146.67 ,150.80 ,146.33 ,,,
03-25-2021,146.57 ,678718,147.52 ,147.52 ,145.52 ,,,
03-24-2021,147.33 ,643395,147.72 ,148.61 ,146.78 ,,,
03-23-2021,147.57 ,1298328,145.85 ,148.95 ,145.85 ,,,
03-22-2021,147.12 ,1218177,145.74 ,148.19 ,144.76 ,,,
03-19-2021,145.74 ,2189654,145.00 ,146.83 ,143.79 ,,,
03-18-2021,144.94 ,1821904,144.06 ,145.89 ,142.87 ,,,
03-17-2021,144.02 ,1687555,144.96 ,145.77 ,142.35 ,,,
03-16-2021,145.47 ,899827,146.06 ,147.08 ,144.48 ,,,
03-15-2021,145.99 ,530884,144.29 ,146.06 ,143.10 ,,,
03-12-2021,144.42 ,463765,144.56 ,145.09 ,143.07 ,,,
03-11-2021,144.10 ,714509,144.90 ,144.90 ,142.75 ,,,
03-10-2021,144.55 ,738575,147.08 ,147.31 ,144.44 ,,,
03-09-2021,146.65 ,1113875,144.86 ,149.54 ,144.86 ,,,
03-08-2021,144.99 ,1741691,144.89 ,147.52 ,143.86 ,,,
03-05-2021,144.70 ,1198607,139.05 ,145.11 ,138.50 ,,,
03-04-2021,138.00 ,1184138,137.63 ,140.15 ,135.57 ,,,
03-03-2021,136.71 ,620873,140.10 ,140.95 ,136.55 ,,,
03-02-2021,140.64 ,619327,141.58 ,142.21 ,139.14 ,,,
03-01-2021,141.87 ,695534,139.68 ,142.85 ,139.40 ,,,
02-26-2021,138.29 ,939465,140.45 ,140.98 ,137.80 ,,,
02-25-2021,140.32 ,646100,142.08 ,143.55 ,140.18 ,,,
02-24-2021,141.99 ,608916,139.81 ,142.22 ,138.42 ,,,
02-23-2021,140.34 ,990100,141.11 ,141.39 ,138.86 ,,,
02-22-2021,141.62 ,910072,143.44 ,143.44 ,140.01 ,,,
02-19-2021,144.43 ,669151,145.19 ,145.83 ,144.30 ,,,
02-18-2021,144.88 ,709647,144.28 ,145.47 ,143.63 ,,,
02-17-2021,144.69 ,778521,143.22 ,145.11 ,143.00 ,,,
02-16-2021,143.99 ,849898,143.05 ,144.19 ,141.39 ,,,
02-12-2021,141.99 ,484922,142.51 ,143.54 ,141.83 ,,,
02-11-2021,142.37 ,466100,143.04 ,143.24 ,141.60 ,,,
02-10-2021,142.47 ,525087,144.00 ,144.39 ,141.14 ,,,
02-09-2021,143.13 ,420634,142.64 ,143.97 ,142.02 ,,,
02-08-2021,142.45 ,493387,143.10 ,143.84 ,141.92 ,,,
02-05-2021,142.59 ,680127,143.82 ,144.52 ,141.95 ,,,
02-04-2021,143.57 ,824146,142.66 ,145.40 ,142.30 ,,,
02-03-2021,142.16 ,879399,142.28 ,143.10 ,141.02 ,,,
02-02-2021,142.61 ,903148,139.13 ,143.11 ,138.61 ,,,
02-01-2021,138.61 ,873357,136.53 ,139.07 ,135.50 ,,,
01-29-2021,135.27 ,1122307,138.10 ,138.10 ,134.21 ,,,
01-28-2021,139.03 ,979749,141.37 ,143.37 ,138.96 ,,,
01-27-2021,141.20 ,1592139,140.49 ,143.65 ,137.55 ,,,
01-26-2021,141.13 ,971532,142.73 ,143.31 ,140.49 ,,,
01-25-2021,142.30 ,836133,140.54 ,142.82 ,139.72 ,,,
01-22-2021,140.42 ,1126985,141.29 ,141.53 ,139.22 ,,,
01-21-2021,141.40 ,692687,144.09 ,144.40 ,140.45 ,,,
01-20-2021,143.67 ,1266978,143.38 ,144.30 ,141.50 ,,,
01-19-2021,142.26 ,896293,142.21 ,143.00 ,140.24 ,,,
01-15-2021,140.04 ,2754167,141.44 ,142.52 ,139.38 ,,,
01-14-2021,142.13 ,959087,143.22 ,143.27 ,140.79 ,,,
01-13-2021,142.49 ,1414480,142.07 ,143.50 ,142.00 ,,,
01-12-2021,141.92 ,946511,140.99 ,142.68 ,140.86 ,,,
01-11-2021,140.90 ,1129180,138.21 ,141.87 ,138.00 ,,,
01-08-2021,138.81 ,787072,135.43 ,139.14 ,135.43 ,,,
01-07-2021,136.80 ,881744,134.94 ,136.88 ,134.67 ,,,
01-06-2021,135.40 ,1022769,132.35 ,136.49 ,131.92 ,,,
01-05-2021,131.97 ,1101815,132.29 ,133.04 ,131.54 ,,,
01-04-2021,132.01 ,1443819,133.73 ,133.93 ,130.70 ,,,
12-31-2020,132.74 ,511377,130.00 ,132.87 ,129.48 ,,,
12-30-2020,130.14 ,399687,129.78 ,130.53 ,129.46 ,,,
12-29-2020,129.14 ,303599,129.65 ,129.87 ,128.90 ,,,
12-28-2020,128.85 ,458683,129.08 ,129.22 ,127.92 ,,,
12-24-2020,128.62 ,191829,127.98 ,128.74 ,127.59 ,,,
12-23-2020,127.95 ,493169,130.49 ,130.74 ,127.94 ,,,
12-22-2020,129.90 ,1041181,127.03 ,130.38 ,126.74 ,,,
12-21-2020,128.05 ,1112400,127.82 ,128.57 ,124.28 ,,,
12-18-2020,128.60 ,1709452,128.19 ,129.64 ,127.95 ,,,
12-17-2020,128.50 ,1051413,127.84 ,129.47 ,127.30 ,,,
12-16-2020,127.10 ,1110395,127.90 ,128.31 ,126.71 ,,,
12-15-2020,127.29 ,851863,124.79 ,128.37 ,124.65 ,,,
12-14-2020,124.04 ,640599,126.72 ,128.10 ,123.90 ,,,
12-11-2020,125.67 ,550572,124.56 ,125.97 ,124.01 ,,,
12-10-2020,124.99 ,702435,125.75 ,126.36 ,124.63 ,,,
12-09-2020,126.10 ,971481,128.89 ,129.66 ,124.08 ,,,
12-08-2020,128.65 ,621371,128.50 ,129.20 ,127.30 ,,,
12-07-2020,128.56 ,1696051,125.46 ,128.96 ,125.45 ,,,
12-04-2020,125.30 ,850148,124.86 ,127.00 ,124.68 ,,,
12-03-2020,124.90 ,1865661,126.87 ,127.04 ,123.27 ,,,
